Title,Studio,Opening,Theaters,Date,Movie ID,Budget,Runtime,Genres,Directing,Producing,Writing,Rating
The Scorpion King,Uni.,36075875,3444,2002-04-19,9334,60000000,92.0,"['Action', 'Fantasy', 'Adventure']","['Chuck Russell', 'Tricia Ronten', 'Trisha Burton', 'Josh McLaglen', 'Steve Lonano', 'Danny Green', 'Rick Kelly', 'Billy Burton']","['Sean Daniel', 'James Jacks', 'Vince McMahon', 'Kevin Misher', 'Stephen Sommers', 'Sarah Finn', 'Randi Hiller', 'Barbara Harris', 'Rob Decina', 'Rebecca Mangieri', 'Judith Sunga', 'Josh McLaglen', 'Michael Tronick', 'Richard Luke Rothschild', 'Peter Oillataguerre', 'Michael Neale', 'Kristina Soderquist', 'Denis Henry Hennelly', 'Andrew G. La Marca', 'Abdul-Majeed Moulvi', 'Frank Cuomo', 'Michael Chickey', 'Michelle Brattson', ""Maureen 'Mo' Crutchfield"", 'Ryan Tighe', 'Monica Frommholz', 'Tracy Dixon', 'Shaun M. McGovern', 'Aaron Dem', 'Donald Napoli', 'Trent Broin', 'Steve Bonner', 'Ty Warren', 'Andrew Blau', 'Sean Carville']","['Stephen Sommers', 'William Osborne', 'David Hayter', 'Stephen Sommers']",PG-13
Robin Hood,Uni.,36063385,3503,2010-05-14,375588,100000000,116.0,"['Adventure', 'Action', 'Thriller']",['Otto Bathurst'],"['Leonardo DiCaprio', 'Jennifer Davisson', 'Joby Harold', 'Basil Iwanyk', 'Edward McDonnell', 'Tory Tunnell', 'E. Bennett Walsh', 'Diego Zanco', 'Howard Ellis', 'Adam Goodman', 'Deborah Aquila', 'Zsolt Csutak', 'Ronna Kress', 'Debbie McWilliams', 'Tricia Wood']","['Ben Chandler', 'David James Kelly', 'Ben Chandler']",PG-13
Robots,Fox,36045301,3776,2005-03-11,9928,75000000,91.0,"['Animation', 'Comedy', 'Family', 'Science Fiction']","['Chris Wedge', 'Carlos Saldanha', 'Andrea Blasich', 'Brett Hoffman']","['William Joyce', 'Lorne Orleans', 'Christopher Meledandri', 'John C. Donkin', 'Christian Kaplan', 'Jerry Davis', 'Bob Gordon', 'Maria Criscuolo', 'Paul Ohrt', 'Jennifer Kagel', 'Anthony Nisi', 'Billy Foster', 'Johnny Gidcomb', 'Christopher Kappler', 'Melanie Martini', 'Allen Dam']","['David Lindsay-Abaire', 'Lowell Ganz', 'Babaloo Mandel', 'Ron Mita', 'Jim McClain', 'David Lindsay-Abaire', 'Neal Sternecky']",PG
The Equalizer 2,Sony,36011640,3388,2018-07-20,345887,62000000,122.0,"['Thriller', 'Action', 'Crime']","['Antoine Fuqua', 'Donald Sparks', 'Dug Rotstein', 'Aidan Payne']","['Molly Allen', 'Todd Black', 'Jason Blumenthal', 'Tony Eldridge', 'Mace Neufeld', 'Alex Siskin', 'Donald Sparks', 'Steve Tisch', 'Denzel Washington', 'Richard Wenk', 'Lindsay Graham', 'Mary Vernieu', 'Haley Sweet', 'Kat Samick', 'Richard Wenk', 'Antoine Fuqua', 'Michael Sloan', 'Nick Bommer', 'Rick Carlos Ernst', 'Thomas Bianco', 'Eric Olin Anderson', 'Fabienne Annylusse', 'Dakota Carpenter', 'Ryan Eatherton', 'Emmy Horton', 'Danny Morlock', 'Kylie Paul', 'Travis Starr', 'Asia Bullock', 'Shari LaFranchi Blakney', 'Hannah Roble', 'Devin McDonough', 'Angela S. Lee', 'Margaret Horning', 'Michael Ullman', 'Herb Polack', 'Patty Rhinehart', 'Grace Gallant', 'Mike Clifford', 'Heather Whitty', 'Jessica Logan', 'Jeremy Fiske', 'Michael Judge', 'Joe Piasecki', 'Joshua Youman']","['Richard Lindheim', 'Michael Sloan', 'Richard Wenk']",R
Salt,Sony,36011243,3612,2010-07-23,27576,110000000,100.0,"['Action', 'Mystery', 'Thriller']","['Phillip Noyce', 'Dianne Dreyer', 'Melissa Kalbfus', 'Joyce Heftel', 'Deirdre Horgan']","['Sunil Perkash', 'Lorenzo Di Bonaventura', 'Avy Kaufman', 'Bruce Winant', 'Lois J. Drabkin', 'Leeba Zakharov', 'Mickey Cottrell']",['Kurt Wimmer'],PG-13
Star Wars (Special Edition),Fox,35906661,2104,1997-01-31,503842,0,,['Science Fiction'],['Andrew Duncanson'],[],[],
"10,000 B.C.",WB,35867488,3410,2008-03-07,106213,0,10.0,['Animation'],"[""Willis H. O'Brien""]",[],[],
Minority Report,Fox,35677125,3001,2002-06-21,180,102000000,145.0,"['Action', 'Thriller', 'Science Fiction', 'Mystery']","['Steven Spielberg', 'Ana Maria Quintana', 'Sergio Mimica-Gezzan', 'David H. Venghaus Jr.', 'Robert Rooy', 'Kurt Uebersax', 'Brian Relyea', 'Nancy Blewer', ""Kathleen 'Bo' Bobak"", 'Scott Frank']","['Jan de Bont', 'Bonnie Curtis', 'Gerald R. Molen', 'Walter F. Parkes', 'Denise Chamian', 'Michael Doven', 'Sergio Mimica-Gezzan', 'Ronald Shusett', 'Gary Goldman', 'Sharon Mann', 'Gregory Alpert', 'Peter M. Tobyansen', 'Ted Robbins', 'Michael Hothorn', 'Gail Martin-Sheridan', 'Christina Hwang', 'Nancy Willen', 'Marissa Levin', 'Ray Quinlan', 'Tina Bennett', 'Dena Berman', 'Brad Gerstner', 'Maureen Higgins', 'Tina Hong', 'Lori A. Lopes', 'Paula S. Ono', 'Bryan Palliccia', 'Shawn Ruocco', 'JoAnn Stevens', 'Pam Ellington', 'Leann Emmert', 'Colleen Gibbons', 'Shawn Hueston', 'Erin Hilkey', 'Jonathan Reich', 'Oriana Robertson', 'John Burton West', 'Tuba Guvelioglu', 'Sande Alessi', 'Charley Armstrong', 'Peggy Pridemore', 'Lori Ikeda', 'Jennifer Gonzales', 'Sven E. Fahlgren', 'Daya Fernandez', 'Andy Tardibuono', 'Lisbeth Wynn-Owen', 'Shannon McBrien', 'Jenny Nolan', 'Michelle Stevens', 'Cristina Christian', 'Cliff Schumacher', 'John Marston', 'Hunter Peil', 'Zed Starkovich', 'Liz Borges-Herzog', 'Kimberly Cooper']","['Scott Frank', 'Jon Cohen', 'Philip K. Dick']",PG-13
Sweet Home Alabama,BV,35648740,3293,2002-09-27,11529,30000000,108.0,"['Comedy', 'Romance']","['Andy Tennant', 'Alicia Accardo', ""Louis D'Esposito""]","['Neal H. Moritz', 'Stokely Chaffin', 'Michael Fottrell', 'Jon Jashni', 'Wink Mordaunt', 'Blythe Cappello', 'Jennifer Euston', 'Jeanne McCarthy', 'Kathleen Chopin', 'Juel Bestrop']","['C. Jay Cox', 'Douglas J. Eboch']",PG-13
The Smurfs,Sony,35611637,3395,2011-07-29,41513,110000000,103.0,"['Animation', 'Family', 'Adventure', 'Comedy', 'Fantasy']",['Raja Gosnell'],"['Jordan Kerner', 'Ben Haber', 'Paul Neesan', 'Ezra Swerdlow', 'Richard Hicks', 'David Rubin']","['J. David Stem', 'David N. Weiss', 'Jay Scherick', 'David Ronn', 'J. David Stem', 'David N. Weiss', 'Peyo']",PG
Creed II,MGM,35574710,3441,2018-11-21,480530,50000000,130.0,['Drama'],"['Steven Caple Jr.', 'Dawn Gilliam']","['Ryan Coogler', 'Guy Riedel', 'Sylvester Stallone', 'Michael B. Jordan', 'Mallory Holloway', 'William Chartoff', 'Ian Sharples', 'Kevin King Templeton', 'Charles Winkler', 'David Winkler', 'Irwin Winkler', 'Lindsay Graham', 'Mary Vernieu', 'Alex Gianopoulos', 'Patricia Taggart', 'Matthew Howell-Clarke', 'Rosa Garces', 'Tamara Allen', 'James Lee Hardman', 'Al Eales', 'Craig hacker', 'Janelle Coleman']","['Sylvester Stallone', 'Sylvester Stallone', 'Cheo Hodari Coker', 'Sascha Penn', 'Juel Taylor']",PG-13
Battle: Los Angeles,Sony,35573187,3417,2011-03-11,44943,70000000,116.0,"['Action', 'Science Fiction']","['Jonathan Liebesman', 'Crystal Rainone', 'Dawn Gilliam']","['Jeffrey Chernov', 'Neal H. Moritz', 'Ori Marmur', 'Debra Zane', 'Craig Fincannon', 'Lisa Mae Fincannon', 'Karen Jarnecke', 'Scott Thaler', 'Ed Lipscomb']",['Christopher Bertolini'],PG-13
The Other Guys,Sony,35543162,3651,2010-08-06,27581,100000000,107.0,"['Action', 'Comedy', 'Crime']",['Adam McKay'],"['Adam McKay', 'Will Ferrell', 'Jimmy Miller', 'Patrick Crowley']","['Chris Henchy', 'Adam McKay']",PG-13
Central Intelligence,WB (NL),35535250,3508,2016-06-17,302699,50000000,107.0,"['Action', 'Comedy', 'Mystery']","['Rawson Marshall Thurber', 'Kelly Cronin']","['Scott Stuber', 'Peter Principato', 'Michael Fottrell', 'Beau Bauman', 'Richard Brener', 'Samuel J. Brown', 'Michael Disco', 'Toby Emmerich', 'Hiram Garcia', 'Ed Helms', 'Adam McCarthy', 'Steven Mnuchin', 'Lisa Beach', 'Sarah Katzman', 'Allison Furgal', 'Paul Young']","['Ike Barinholtz', 'David Stassen', 'Peter Steinfeld', 'Rawson Marshall Thurber', 'Ike Barinholtz', 'David Stassen']",PG-13
The World Is Not Enough,MGM,35519007,3163,1999-11-19,36643,135000000,128.0,"['Adventure', 'Action', 'Thriller']","['Michael Apted', 'Nikki Clapp']","['Barbara Broccoli', 'Michael G. Wilson', 'Debbie McWilliams', 'Nigel Goldsack', 'Anthony Waye']","['Neal Purvis', 'Robert Wade', 'Bruce Feirstein', 'Ian Fleming']",PG-13
Super 8,Par.,35451168,3379,2011-06-10,37686,50000000,112.0,"['Thriller', 'Science Fiction', 'Mystery']","['J.J. Abrams', 'Dawn Gilliam', 'Ian Calip']","['J.J. Abrams', 'Bryan Burk', 'Steven Spielberg', 'Patti Carns Kalles', 'April Webster', 'Alyssa Weisberg', 'Christopher Patrick', 'Laura Zech', 'Jessica Sherman', 'Jason James', 'Donna M. Belajac', 'Demian Resnick', 'Paul Schreiber']",['J.J. Abrams'],
Spider-Man: Into The Spider-Verse,Sony,35363376,3813,2018-12-14,324857,90000000,117.0,"['Action', 'Adventure', 'Animation', 'Science Fiction', 'Comedy']","['Bob Persichetti', 'Peter Ramsey', 'Rodney Rothman', 'Scott Armstrong', 'John Bermudes', 'Alfredo Hisa', 'Arem Kim', 'Daniel Laczkowski', 'Letia Lewis', 'Anibis Lockward']","['Phil Lord', 'Christopher Miller', 'Avi Arad', 'Will Allegra', 'Mary Hidalgo', 'Christina Steinberg', 'Stan Lee', 'Amy Pascal', 'Brian Michael Bendis', 'Theresa Bentz', 'Christian Hejnal', 'Joseph Izzo']","['Phil Lord', 'Stan Lee', 'Steve Ditko', 'Rodney Rothman', 'Phil Lord', 'Mark Ackland', 'Sharon Bridgeman', 'Eva Bruschi', 'Cody Cameron', 'Heiko Drengenberg', 'Riccardo Durante', 'Miguel Jiron', 'Denise Koyama', 'Yoriaki Mochizuki', 'Vi-Dieu Nguyen', 'Jihyun Park', 'John Puglisi', 'Ryan Savas', 'Miles Thompson', 'Jane Wu']",PG
Teenage Mutant Ninja Turtles: Out of the Shadows,Par.,35316382,4071,2016-06-03,308531,135000000,112.0,"['Action', 'Adventure', 'Comedy', 'Family', 'Science Fiction']","['Dave Green', 'David Leitch', 'Spiro Razatos']","['Josh Appelbaum', 'Michael Bay', 'Denis L. Stewart', 'André Nemec', 'Wendy Williams', 'Lisa Fields']","['Josh Appelbaum', 'André Nemec']",PG-13
Lilo & Stitch,BV,35260212,3191,2002-06-21,11544,80000000,85.0,"['Animation', 'Family']","['Dean DeBlois', 'Chris Sanders']","['Clark Spencer', 'Mary Hidalgo', 'Ruth Lambert', 'Matthew Jon Beck', 'Camille Cavallin-Fay', 'Lisa M. Poole']","['Chris Sanders', 'Dean DeBlois', 'Chris Sanders']",PG
Sing,Uni.,35258145,4022,2016-12-21,335797,75000000,108.0,"['Animation', 'Comedy', 'Drama', 'Family']","['Garth Jennings', 'Christophe Lourdelet', 'Kelly Lake']","['Janet Healy', 'Christopher Meledandri', 'Joby Talbot', 'Brett Hoffman', 'Igor Khait', 'Allison Jones', 'Mickie McGowan', 'Robert Taylor', 'Ben Harris', 'Rachel Feinberg', 'Joy Poirel', 'Diane Howard']",['Garth Jennings'],PG
Ride Along 2,Uni.,35243095,3175,2016-01-15,323675,40000000,102.0,"['Action', 'Comedy']",['Tim Story'],"['Matt Alvarez', 'Chris Bender', 'Scott Bernstein', 'Larry Brezner', 'Ice Cube', 'Ronald G. Muhammad', 'William Packer', 'J.C. Spink', 'Nicolas Stern', 'Felicia Fasano']","['Greg Coolidge', 'Phil Hay', 'Matt Manfredi']",PG-13
National Treasure,BV,35142554,3017,2004-11-19,2059,100000000,131.0,"['Adventure', 'Action', 'Thriller', 'Mystery']","['Jon Turteltaub', 'John Trujillo', 'Albert Cho', 'Gary Rieck', 'Alicia Accardo', 'Christina Fong', 'Hans Berggren', 'Philip G. Atwell', 'Rhys Summerhayes']","['Jon Turteltaub', 'Jerry Bruckheimer', 'Avy Kaufman', 'Oren Aviv', 'Benjamin Melniker', 'Chad Oman', 'Pat Sandston', 'Charles Segars', 'Christina Steinberg', 'Mike Stenson', 'Michael E. Uslan', 'Barry H. Waldman', 'Donna E. Bloom', 'Elizabeth Greenberg', 'KristieAnne Reed', 'Charley Armstrong', ""Pepper O'Brien"", 'Kate Brown', 'Douglas C. Merrifield', 'Barbara Harris', 'Cody Beke', 'Heidi Psyk', ""Linda 'Sam' Glynn"", ""Ramiro 'Melo' Flores"", 'Lisa Fozzati', 'Cheryl Ryan', 'Sara Webster', 'Lauren Brezner', 'Derek DiBiagio', 'Jen Hutchinson', 'Ro Gorski', 'Jennifer Bender', 'Laura Connors', 'Kenyon Noble', 'Eric Glasser', 'Michael Neal', 'Denise A. Beale', 'Malika R. Cohen', 'Vanessa Bendetti', 'Anna Belaro-Rodriguez', 'Barrett J. Leigh']","['Jim Kouf', 'Oren Aviv', 'Charles Segars', 'Jim Kouf', 'Cormac Wibberley', 'Marianne Wibberley']",
The Ring Two,DW,35065237,3332,2005-03-18,10320,50000000,110.0,"['Drama', 'Horror', 'Thriller']","['Hideo Nakata', 'Doug Metzger', 'Trudy Ramirez', 'Frederic Roth', 'Giselle Gurza', 'Charles Gibson']","['Laurie MacDonald', 'Walter F. Parkes', 'Deborah Aquila', 'Tricia Wood', 'Chris Bender', 'Neal Edelstein', 'Michele Imperato', 'Roy Lee', 'Mike Macari', 'Neil A. Machlis', 'J.C. Spink', 'Michele Weisler', 'Michele Imperato', 'Jennifer L. Smith', 'Ned R. Shapiro', 'Robert West', 'Craig Cannold', 'Deborah Ricketts', 'Sven E. Fahlgren', 'David Diamond', 'Zachary Fannin', 'Chris Romberg', 'Orlando R. Gonzales', 'Teresa Jaime Drapkin', 'Chandra Irving', 'Joel Román Mendías', 'Afnahn Khan', 'Jesse Cook', 'Jennifer Koenig', 'Kurt Zelnak']","['Ehren Kruger', 'Kôji Suzuki', 'Michael Anthony Jackson']",PG-13
Runaway Bride,Par.,35055556,3158,1999-07-30,4806,70000000,116.0,"['Comedy', 'Romance']","['Garry Marshall', 'Carol DePasquale']","['Robert W. Cort', 'Ted Field', 'Scott Kroopf', 'Tom Rosenberg', 'Gretchen Rennell', 'Ellen Wolff', 'Gary Lucchesi']","['Sara Parriott', 'Josann McGibbon']",PG
Sully,WB,35028301,3525,2016-09-09,363676,60000000,96.0,"['Drama', 'History']","['Clint Eastwood', 'David M. Bernstein', 'Susan Malerstein']","['Clint Eastwood', 'Frank Marshall', 'Bruce Berman', 'Jessica Meier', 'Tim Moore', 'Kipp Nelson', 'Kristina Rivera', 'Allyn Stewart', 'Geoffrey Miclat', 'Tim Moore', 'Mark Scoon', 'Eve Streger']","['Chesley Sullenberger', 'Jeffrey Zaslow', 'Todd Komarnicki']",PG-13
Annabelle: Creation,WB (NL),35006404,3502,2017-08-11,396422,15000000,109.0,"['Horror', 'Mystery', 'Thriller']","['David F. Sandberg', 'Jan McWilliams', 'Heidi Hinzman']","['Peter Safran', 'James Wan', 'Walter Hamada', 'Dave Neustadter', 'Hans Ritter', 'Rich Delia', 'Nicki Katz', 'Lindsey Washington', 'Vincent Befi', 'Jules Carideo', 'Mark Gaffney']",['Gary Dauberman'],R
Mamma Mia! Here We Go Again,Uni.,34952180,3317,2018-07-20,458423,75000000,113.0,"['Comedy', 'Romance']",['Ol Parker'],"['Benny Andersson', 'Judy Craymer', 'Gary Goetzman', 'Björn Ulvaeus', 'Ludvig Andersson', 'Nicky Kentish Barnes', 'Nori Chia', 'Richard Curtis', 'Tom Hanks', 'Phyllida Lloyd', 'Steven Shareshian', 'Richard Whelan', 'Rita Wilson']","['Ol Parker', 'Richard Curtis', 'Catherine Johnson', 'Catherine Johnson']",PG-13
The Expendables,LGF,34825135,3270,2010-08-13,27578,80000000,103.0,"['Thriller', 'Adventure', 'Action']","['Sylvester Stallone', 'Amy Sanderson']","['Trevor Short', 'Kevin King Templeton', 'John Thompson', 'Avi Lerner', 'Guymon Casady', 'Jason Constantine', 'Boaz Davidson', 'Danny Dimbort', 'Jon Feltheimer', 'Basil Iwanyk', 'Eda Kowan', 'Les Weldon', 'Deborah Aquila', 'Tricia Wood', 'Ed Lipscomb', 'Kleber Souza', 'David Magdael']","['Dave Callaham', 'Sylvester Stallone', 'Dave Callaham']",R
Gladiator,DW,34819017,2938,2000-05-05,98,103000000,155.0,"['Action', 'Drama', 'Adventure']","['Ridley Scott', 'Ali Cherkaoui', 'Adam Somner', 'Annie Penn']","['David Franzoni', 'Branko Lustig', 'Douglas Wick', 'Louis DiGiaimo', 'Mustapha Charif', 'Kathleen Mackie', 'Terry Blyther', 'Mike Higgins', 'Jeremy Johns', 'Laurie MacDonald', 'Terry Needham', 'Walter F. Parkes', 'Ridley Scott', 'Stephanie Corsalini']","['David Franzoni', 'John Logan', 'William Nicholson']",R
Scream 3,Dim.,34713342,3467,2000-02-04,4234,40000000,116.0,"['Horror', 'Mystery']","['Wes Craven', 'Sheila Waldron']","['Cathy Konrad', 'Marianne Maddalena', 'Kevin Williamson', 'Lisa Beach', 'Sarah Katzman', 'Harvey Weinstein', 'Bob Weinstein']","['Kevin Williamson', 'Ehren Kruger']",R
Identity Thief,Uni.,34551025,3141,2013-02-08,109431,35000000,111.0,"['Comedy', 'Crime']","['Seth Gordon', 'Gail Hunter']","['Pamela Abdy', 'Jason Bateman', 'Scott Stuber', 'Lisa Beach', 'Sarah Katzman', 'Dan Kolsrud', 'Peter Morgan', 'Beth Lipari']","['Steve Conrad', 'Craig Mazin']",R
Hellboy II: The Golden Army,Uni.,34539115,3204,2008-07-11,11253,85000000,120.0,"['Fantasy', 'Action', 'Adventure']",['Guillermo del Toro'],"['Lawrence Gordon', 'Lloyd Levin', 'Mike Richardson', 'Zsolt Csutak', 'Jeremy Zimmermann', 'Mike Mignola']","['Guillermo del Toro', 'Mike Mignola', 'Mike Mignola']",PG-13
Enchanted,BV,34440317,3730,2007-11-21,4523,85000000,107.0,"['Comedy', 'Family', 'Fantasy', 'Romance']","['Kevin Lima', 'Mick De Falco']","['Barry Josephson', 'Barry Sonnenfeld', 'Christopher Chase', 'Sunil Perkash', 'Ezra Swerdlow']","['Bill Kelly', 'Paul Brizzi']",PG
Couples Retreat,Uni.,34286740,3000,2009-10-09,19899,70000000,113.0,"['Comedy', 'Romance']",['Peter Billingsley'],"['Christine Tisseau Giraudel', 'Claire Schwob']","['Jon Favreau', 'Vince Vaughn', 'Dana Fox']",PG-13
Sausage Party,Sony,34263534,3103,2016-08-12,223702,19000000,89.0,"['Adventure', 'Animation', 'Comedy', 'Fantasy']","['Conrad Vernon', 'Greg Tiernan', 'Scott Armstrong', 'Anthony Di Ninno', 'Sarah Dougan', 'Chanel Raisin']","['David Distenfeld', 'Megan Ellison', 'Pilar Flynn', 'Evan Goldberg', 'Jonah Hill', 'Kyle Hunter', 'Seth Rogen', 'Ariel Shaffir', 'Nicole Stinn', 'Conrad Vernon', 'Arlyn Bantog', 'Jay Floyd', 'Jillian Longnecker', 'Alex McAtee', 'Mayleen Ahoy', 'Mayleen Ahoy', 'Michael Chow', 'Nikki Beaton', 'Liam Callander', 'Arian Fay', 'Kitt Holeman', 'Grace Schoorl', 'Kathleen Steele', 'Stacy Thompson', 'Bruce Franklin', 'James Weaver', 'Francine Maisler', 'Shelley Ann Taylor', 'Miriam Kallweit', 'Sheena Singh', 'Meg Walls', 'Emily Yakashiro', 'Andrew Harvey', 'Michael Donovan']","['Seth Rogen', 'Evan Goldberg', 'Ariel Shaffir', 'Kyle Hunter', 'Scott Underwood', 'Todd Demong', 'Seth Rogen', 'Evan Goldberg', 'Jonah Hill']",R
I Now Pronounce You Chuck and Larry,Uni.,34233750,3495,2007-07-20,3563,85000000,115.0,"['Comedy', 'Romance']",['Dennis Dugan'],"['Barry Bernardi', 'Michael Bostick', 'James D. Brubaker', 'Jack Giarraputo', 'Daryl Kass', 'Amanda Morgan Palmer', 'Adam Sandler', 'Tom Shadyac', 'Roger Mussenden']","['Barry Fanaro', 'Alexander Payne', 'Jim Taylor']",PG-13
Tarzan,BV,34221968,3005,1999-06-16,37135,150000000,88.0,"['Adventure', 'Animation', 'Drama', 'Family']","['Chris Buck', 'Kevin Lima', 'Johan Klingler', 'Chung Sup Yoon', 'James P. Alles']","['Mary Hidalgo', 'Bonnie Arnold', 'Christopher Chase']","['Tab Murphy', 'Bob Tzudiker', 'Noni White', 'Edgar Rice Burroughs', 'Paul Brizzi']",G
Ransom,BV,34216088,2676,1996-11-08,3595,80000000,117.0,"['Action', 'Thriller']",['Ron Howard'],"['Scott Rudin', 'Janet Hirshenson', 'Jane Jenkins', 'Todd Hallowell', 'Brian Grazer']","['Richard Price', 'Alexander Ignon']",R
Norbit,P/DW,34195434,3136,2007-02-09,9757,10000000,101.0,['Comedy'],['Brian Robbins'],"['Eddie Murphy', 'John Davis']","['Eddie Murphy', 'Charlie Murphy']",PG-13
The Equalizer,Sony,34137828,3236,2014-09-26,156022,55000000,132.0,"['Thriller', 'Action', 'Crime']","['Antoine Fuqua', 'Deirdre Horgan', 'Betsy Kuehn']","['Todd Black', 'Denzel Washington', 'Richard Wenk', 'Steve Tisch', 'Jason Blumenthal', 'Tony Eldridge', 'Mace Neufeld', 'Alex Siskin', 'Michael Sloan', 'Lance Johnson', 'Molly Allen', 'Kat Samick', 'David Bloomfield', 'Ezra Swerdlow', 'Ben Waisbren', 'Lindsay Graham', 'Mary Vernieu', 'Molly Allen', 'Angela Peri', 'Jill Rosenblatt', 'Mark Fitzgerald']",['Richard Wenk'],R
The Blind Side,WB,34119372,3110,2009-11-20,22881,29000000,129.0,['Drama'],"['John Lee Hancock', 'Gail Hunter']","['Broderick Johnson', 'Andrew A. Kosove', 'Gil Netter', 'Timothy M. Bourne', 'Molly Smith', 'Erwin Stoff', 'Ronna Kress', 'Yolanda T. Cochran', 'Steven P. Wegner', 'K.C. Hodenfield']","['John Lee Hancock', 'Michael Lewis']",PG-13
The LEGO Movie 2: The Second Part,WB,34115335,4303,2019-02-08,280217,100000000,106.0,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family', 'Science Fiction', 'Fantasy']",['Mike Mitchell'],"['Phil Lord', 'Christopher Miller', 'Will Allegra', 'Matthew Ashton', 'Christopher DeFaria', 'Ryan Halprin', 'Roy Lee', 'Dan Lin', 'Chris McKay', 'Kara Lord', 'John Powers Middleton', 'Greg Silverman', 'Courtenay Valenti', 'Jill Wilfert', 'Sharon Taylor']","['Phil Lord', 'Christopher Miller', 'Jared Stern', 'Raphael Bob-Waksberg', 'Phil Lord', 'Christopher Miller', 'Michelle Morgan', 'Michelle Morgan', 'Raphael Bob-Waksberg']",PG
Puss in Boots,P/DW,34077439,3952,2011-10-28,417859,130000000,90.0,"['Action', 'Adventure', 'Animation', 'Family', 'Fantasy', 'Comedy']","['Chris Miller', 'Gil Zimmerman', 'Judah Mambu']","['Andrew Adamson', 'Guillermo del Toro', 'Tom Jacomb', 'Latifa Ouaou', 'Michelle Raimo', 'John H. Williams', 'Leslee Feldman', 'Joe M. Aguilar', 'Christi Soper', 'Chad Hammes', 'Matt Robertson', 'Brittany Cope', 'Mollie Gamo', 'James Beshears', 'Tripp Hudson', 'Darci Zalvin', 'Bonnie Lemon', 'Ariga Parseghian', 'Vicki Hunter', 'Terri Anderson', 'Liza Breuninger', 'Kirk Shalosky', 'Alyson Blume', 'Laura C. Bowers', 'Matthew C. Campbell', 'Emily Conlon', 'Steph Gortz', 'T. Patrick Johnson', 'Monalisa Kar', 'Tim Kwan', 'Rich Lee', 'Adam Levy', 'Ian J. McIntosh', 'Aliza Mills', 'Rakesh S. Patil', 'Drew Puchalski', 'Caroline Robinson', 'Sumit Verma', 'Cathy Sitzes', 'Jessica Forer', 'Kelly Cooney', 'Dinesh Krishnan Nair', 'Craig Rittenbaum', 'Milind D. Shinde', 'Philip M. Cohen', 'Aditya Deosthale', 'Nicholas Fumia', 'Andrew Hotz', 'Michael Lynn', 'Rakesh S. Patil', 'Rachnatp', 'Jon Eric Schmidt', 'Monica de Armond', 'Christian Roedel', 'Jessie Carbonaro', 'Cindy Azada Whitman', 'David Hail']","['Tom Wheeler', 'Charles Perrault', 'Brian Lynch', 'William Davies', 'Tom Wheeler']",PG
The Purge,Uni.,34058360,2536,2013-06-07,158015,3000000,86.0,"['Science Fiction', 'Horror', 'Thriller']","['James DeMonaco', 'Babette Stith']","['Michael Bay', 'Jason Blum', 'Andrew Form', 'Bradley Fuller', 'Sebastien Lemercier', 'Lisa Fields', 'Annie Brandt', 'Rhannon Dodge', 'Jeramey Rund', 'David Lordan', 'John Barba', 'Shannon Collis', 'Rich King', 'Jeremy Lambert']",['James DeMonaco'],R
Lethal Weapon 4,WB,34048124,3117,1998-07-10,944,140000000,127.0,"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']","['Richard Donner', 'J. Tom Archuleta', 'Conrad E. Palmisano', 'David Ascher']","['Richard Donner', 'Joel Silver', 'Marion Dougherty', 'R. Anthony Brown', 'Steve Perry', 'Jim Van Wyck', 'Dan Cracchiolo', 'Spencer Franklin', 'J. Mills Goodloe', 'Jennifer Gwartz', 'Ilyse A. Reutlinger', 'Geoff Johns', 'Douglas Wright', 'Michael Haro', 'Thomas A. Davila', 'Geoff Harding', 'Jason Gondek', 'Cynthia Neber', 'Jodie Thomas', 'Lisa Matsukawa']","['Channing Gibson', 'Shane Black', 'Jonathan Lemkin', 'Alfred Gough', 'Miles Millar']",R
Cloudy with a Chance of Meatballs 2,Sony,34017930,4001,2013-09-27,109451,78000000,95.0,"['Animation', 'Family', 'Comedy']","['Cody Cameron', 'Kris Pearn', 'Daniel Erickson', 'Blake Berger']","['Kirk Bodyfelt', 'Mary Hidalgo', 'Phil Lord', 'Christopher Miller', 'Pam Marsden', 'Chris Juen', 'Stamford Cullen', 'Christina DeSilva Rowell', 'Shelli Rae Coppoolse', 'Matt Forman', 'John Grod']","['Judi Barrett', 'Ron Barrett', 'John Francis Daley', 'Jonathan M. Goldstein', 'Phil Lord', 'Christopher Miller', 'Erica Rivinoja', 'Erica Rivinoja']",PG
